cell_name	feature	corr_value
Meri.Xylem	AT1G20850	0.03776928487384976
Meri.Xylem	AT1G50060	0.01734046889563498
Meri.Xylem	AT3G27200	0.023893075820009387
Meri.Xylem	AT1G13620	0.018062987261320284
Meri.Xylem	AT4G35350	0.02898222569267507
Meri.Xylem	AT1G67090	0.005907359778452018
Meri.Xylem	AT4G34970	0.01899698315957088
Meri.Xylem	AT1G29930	0.004325594550861987
Meri.Xylem	AT4G31840	0.04636705956974605
Meri.Xylem	AT5G16250	0.049678675778728254
Meri.Xylem	AT5G51890	0.009057302990415322
Meri.Xylem	AT5G60020	0.009489430573766937
Meri.Xylem	AT2G04025	0.021590792931180127
Meri.Xylem	AT3G18280	0.08398482800592015
Meri.Xylem	AT1G51470	0.02121407226994595
Meri.Xylem	AT3G24020	0.016958635995859787
Meri.Xylem	AT4G25820	0.02645420478282333
Meri.Xylem	AT1G29920	0.004414865123228359
Meri.Xylem	AT2G40113	0.014734651567063769
Meri.Xylem	AT4G40090	0.029883468718083273
Meri.Xylem	AT5G38410	0.005427512988151288
Meri.Xylem	AT4G13580	0.01647383349107404
Meri.Xylem	AT3G62680	0.029841291299475686
Meri.Xylem	AT5G57530	0.022347044684601514
Meri.Xylem	AT3G21550	0.013188620565926812
Meri.Xylem	AT3G49960	0.02794890558969856
Meri.Xylem	AT5G67400	0.025828697731475465
Meri.Xylem	AT2G16005	0.00661949521982086
Meri.Xylem	AT3G55230	0.018260829363303803
Meri.Xylem	AT4G02270	0.023734826518086186
Meri.Xylem	AT2G28315	0.026667258923783483
Meri.Xylem	AT3G16920	0.011185853514563247
Meri.Xylem	AT2G36100	0.02185823095675355
Meri.Xylem	AT5G35190	0.025310642687779956
Meri.Xylem	AT4G27435	0.0186456970586583
Meri.Xylem	AT3G02640	0.03674617314745628
Meri.Xylem	AT5G02640	0.13402284204319317
Meri.Xylem	AT2G47540	0.029964144316329253
Meri.Xylem	AT2G05380	0.005992559218840273
Meri.Xylem	AT2G31083	0.011186020394592511
Meri.Xylem	AT1G12560	0.028784524627408926
Meri.Xylem	AT1G47600	0.019103170407687806
Meri.Xylem	AT4G23800	0.029507045926557313
Meri.Xylem	AT5G03170	0.08899253255665161
Meri.Xylem	AT1G65570	0.006055861143027701
Meri.Xylem	AT1G54970	0.024491140358106577
Meri.Xylem	AT5G40020	0.008445730259118035
