cell_name	feature	corr_value
Atrichoblast	AT1G20850	0.041121668278376905
Atrichoblast	AT1G50060	0.08154885810443768
Atrichoblast	AT3G27200	0.016131968128571254
Atrichoblast	AT1G13620	0.05500982117016996
Atrichoblast	AT4G35350	0.03778313410072711
Atrichoblast	AT1G67090	0.005407728609351837
Atrichoblast	AT4G34970	0.0588870770649199
Atrichoblast	AT1G29930	0.012017344956954727
Atrichoblast	AT4G31840	0.03084521787282014
Atrichoblast	AT5G16250	0.039840171572895405
Atrichoblast	AT5G51890	0.027128348870046802
Atrichoblast	AT5G60020	0.025256255924226943
Atrichoblast	AT2G04025	0.06806842467737914
Atrichoblast	AT3G18280	0.024334292838231533
Atrichoblast	AT1G51470	0.04874515087495739
Atrichoblast	AT3G24020	0.05117094846871767
Atrichoblast	AT4G25820	0.06232531622211103
Atrichoblast	AT1G29920	0.004220535323973833
Atrichoblast	AT2G40113	0.04408928127596905
Atrichoblast	AT4G40090	0.06800354643664037
Atrichoblast	AT5G38410	0.005469672575411508
Atrichoblast	AT4G13580	0.050524709051329685
Atrichoblast	AT3G62680	0.06880274795128119
Atrichoblast	AT5G57530	0.05110794574548378
Atrichoblast	AT3G21550	0.02932992521037672
Atrichoblast	AT3G49960	0.06655691043074141
Atrichoblast	AT5G67400	0.06145848865069922
Atrichoblast	AT2G16005	0.008281757826492356
Atrichoblast	AT3G55230	0.05162484533109448
Atrichoblast	AT4G02270	0.05389326097041565
Atrichoblast	AT2G28315	0.03354017947347743
Atrichoblast	AT3G16920	0.028973630430491427
Atrichoblast	AT2G36100	0.06719588204596184
Atrichoblast	AT5G35190	0.06152676862431083
Atrichoblast	AT4G27435	0.028780264994778062
Atrichoblast	AT3G02640	0.04037659480716439
Atrichoblast	AT5G02640	0.03815255397292577
Atrichoblast	AT2G47540	0.07507408686171335
Atrichoblast	AT2G05380	0.007560950549574574
Atrichoblast	AT2G31083	0.03928245863490574
Atrichoblast	AT1G12560	0.06542732209633872
Atrichoblast	AT1G47600	0.04614783472117351
Atrichoblast	AT4G23800	0.047744502163492235
Atrichoblast	AT5G03170	0.044302863389684914
Atrichoblast	AT1G65570	0.008189768166215715
Atrichoblast	AT1G54970	0.05532944156475247
Atrichoblast	AT5G40020	0.02402979176069975
Atrichoblast	AT5G60490	0.03103241556118048
Atrichoblast	AT2G38080	0.03233502505967953
Atrichoblast	AT5G44030	0.033529555724777414
Atrichoblast	AT2G28670	0.07656748609475451
Atrichoblast	AT2G05070	0.005337785090677894
Atrichoblast	AT5G03260	0.02479427937019491
Atrichoblast	AT1G79040	0.02268075234719855
Atrichoblast	AT3G62020	0.023472779652290728
Atrichoblast	AT4G00680	0.06526879661355797
Atrichoblast	AT5G17420	0.0345008631676575
Atrichoblast	AT5G16490	0.037422582093327945
Atrichoblast	AT5G04200	0.03809156788368091
Atrichoblast	AT3G61470	0.0056938475585221445
Atrichoblast	AT2G24980	0.0524289793910608
Atrichoblast	AT2G39730	0.008562001376702955
Atrichoblast	AT1G26820	0.03391845465663546
Atrichoblast	AT4G26010	0.0708686804339284
Atrichoblast	AT1G08560	0.04231697761336391
Atrichoblast	AT5G15290	0.0630059469686083
Atrichoblast	AT1G61520	0.0085968015595129
Atrichoblast	AT2G02990	0.015424379875128715
Atrichoblast	AT5G57625	0.06365233085892825
Atrichoblast	AT4G13390	0.054062569664433034
Atrichoblast	AT2G20520	0.04409310256626402
Atrichoblast	AT3G02120	0.08837773615208225
Atrichoblast	AT1G63120	0.01607589640271155
Atrichoblast	AT3G53980	0.005186649674551659
Atrichoblast	AT4G22214	0.05922324125054896
Atrichoblast	AT4G28140	0.009084468576603244
Atrichoblast	AT5G04960	0.062043568092986834
Atrichoblast	AT1G65310	0.06689846765200105
Atrichoblast	AT5G06630	0.04763184270852142
Atrichoblast	AT1G43790	0.02014370266449704
Atrichoblast	AT3G54890	0.00947878071048326
Atrichoblast	AT4G39675	0.012472416536493695
Atrichoblast	AT2G27740	0.03200787160010627
Atrichoblast	AT3G09925	0.06825409937897979
Atrichoblast	AT4G18780	0.034822442508845516
Atrichoblast	AT5G38420	0.006749786479957285
Atrichoblast	AT4G08400	0.05731564534055058
Atrichoblast	AT4G38970	0.006245549111853634
Atrichoblast	AT1G12090	0.11252004411663982
Atrichoblast	AT3G54590	0.0704478677935801
Atrichoblast	AT1G62980	0.06508671814174548
Atrichoblast	AT1G08283	0.04573938062476927
Atrichoblast	AT2G30570	0.004615190231079142
Atrichoblast	AT5G05500	0.06964660387049262
Atrichoblast	AT3G51280	0.04363103951710942
Atrichoblast	AT1G02335	0.021320156545032398
Atrichoblast	AT5G06150	0.036865782795369416
