cell_name	feature	corr_value
Meri.Xylem	AT5G02640	0.13402284204319315
Meri.Xylem	AT3G51030	0.12978959378184202
Meri.Xylem	AT4G32880	0.12222234022121875
Meri.Xylem	AT3G51670	0.12073141915801007
Meri.Xylem	AT1G68810	0.1193558817868432
Meri.Xylem	AT5G01890	0.11349356485694215
Meri.Xylem	AT4G24780	0.11268267684164612
Meri.Xylem	AT1G52150	0.11157420216197818
Meri.Xylem	AT2G13820	0.11090230046039236
Meri.Xylem	AT5G18380	0.10824114051665576
Meri.Xylem	AT1G73780	0.10798880482230899
Meri.Xylem	AT1G08283	0.1076974293133902
Meri.Xylem	AT2G37190	0.107164214972547
Meri.Xylem	AT1G77690	0.1056782108052354
Meri.Xylem	AT1G52300	0.1055695324537962
Meri.Xylem	AT5G60490	0.1051760292185074
Meri.Xylem	AT1G72370	0.10402445701470396
Meri.Xylem	AT5G02960	0.10368908874784044
Meri.Xylem	AT2G03090	0.10317056896299276
Meri.Xylem	AT1G23290	0.10263783320493587
Meri.Xylem	AT2G40205	0.10226017236352644
Meri.Xylem	AT1G18080	0.1021531680222767
Meri.Xylem	AT4G15000	0.10210360056389732
Meri.Xylem	AT5G15200	0.1016723429590978
Meri.Xylem	AT4G38680	0.10159215128319818
Meri.Xylem	AT2G34480	0.1013586829335384
Meri.Xylem	AT3G05560	0.10111998206607893
Meri.Xylem	AT4G27090	0.10103719412062157
Meri.Xylem	AT2G27710	0.10081174761765888
Meri.Xylem	AT5G61170	0.10071700470701417
Meri.Xylem	AT4G17390	0.10045199879592606
Meri.Xylem	AT5G20290	0.1003244201324772
Meri.Xylem	AT3G07110	0.10010213952197232
Meri.Xylem	AT1G70600	0.09981071191364918
Meri.Xylem	AT2G04850	0.09968535342854308
Meri.Xylem	AT2G25210	0.0993963267795762
Meri.Xylem	AT5G20890	0.09936175700971338
Meri.Xylem	AT5G57290	0.09934312511536754
Meri.Xylem	AT2G36160	0.0991746655454218
Meri.Xylem	AT3G18740	0.09910745839133553
Meri.Xylem	AT3G53430	0.09880527535605343
Meri.Xylem	AT2G18020	0.0987814572048846
Meri.Xylem	AT3G62250	0.09868951848372852
Meri.Xylem	AT3G49910	0.09844722850706296
Meri.Xylem	AT5G56710	0.09827297539578098
Meri.Xylem	AT5G59850	0.09821926889512868
Meri.Xylem	AT5G56670	0.0981743065230273
Meri.Xylem	AT4G39200	0.09810913769396468
Meri.Xylem	AT3G60770	0.09800507208688693
Meri.Xylem	AT3G22230	0.09796343974745267
Meri.Xylem	AT2G47110	0.09794794082676568
Meri.Xylem	AT2G41840	0.09764732283704453
Meri.Xylem	AT1G43170	0.09758442167450106
Meri.Xylem	AT3G60245	0.09753542908863723
Meri.Xylem	AT2G27720	0.09751838651151254
Meri.Xylem	AT5G02450	0.09749881723116736
Meri.Xylem	AT5G48480	0.0974206291471378
Meri.Xylem	AT5G64140	0.09736646283869736
Meri.Xylem	AT5G28060	0.09735927829451284
Meri.Xylem	AT5G23740	0.0973557162837274
Meri.Xylem	AT1G57660	0.0973198986452904
Meri.Xylem	AT3G16080	0.0972396099551505
Meri.Xylem	AT5G47700	0.09713344532428722
Meri.Xylem	AT1G69620	0.09707120033411874
Meri.Xylem	AT4G16720	0.09692485658756084
Meri.Xylem	AT5G16130	0.09689513700548263
Meri.Xylem	AT4G00100	0.09682529188500123
Meri.Xylem	AT2G21660	0.0967341853995202
Meri.Xylem	AT3G11510	0.09668681564858796
Meri.Xylem	AT2G21580	0.09662601122220583
Meri.Xylem	AT5G41520	0.09661731198385644
Meri.Xylem	AT2G32060	0.09653189370779257
Meri.Xylem	AT5G47930	0.09652923882841097
Meri.Xylem	AT3G05590	0.09652673141761284
Meri.Xylem	AT1G73590	0.09628463370898037
Meri.Xylem	AT4G25740	0.09624811553438904
Meri.Xylem	AT2G27530	0.09619221492967804
Meri.Xylem	AT1G67430	0.09611392780384152
Meri.Xylem	AT5G26360	0.09604470796376564
Meri.Xylem	AT3G09500	0.09586121413395056
Meri.Xylem	AT5G04800	0.0958051952403978
Meri.Xylem	AT2G36620	0.09568944834618556
Meri.Xylem	AT4G18100	0.0956273700024592
Meri.Xylem	AT3G20050	0.09558613458976373
Meri.Xylem	AT3G24830	0.09557767578929384
Meri.Xylem	AT4G25890	0.09544195793437678
Meri.Xylem	AT1G09690	0.09542938514125973
Meri.Xylem	AT5G58420	0.09540465480526718
Meri.Xylem	AT3G48930	0.09538959727829784
Meri.Xylem	AT5G02870	0.09533070200692624
Meri.Xylem	AT1G04270	0.09532019309031244
Meri.Xylem	AT3G25710	0.09525025888151578
Meri.Xylem	AT2G09990	0.09516337451226074
Meri.Xylem	AT5G27700	0.0951622275377672
Meri.Xylem	AT1G09590	0.09515933133984417
Meri.Xylem	AT4G14320	0.09504297404051892
Meri.Xylem	AT1G18540	0.09493163764990112
Meri.Xylem	AT3G04400	0.0948940622716892
Meri.Xylem	AT4G18730	0.09464144609000227
Meri.Xylem	AT3G11120	0.09452318934328484
Meri.Xylem	AT2G19730	0.09447191756516136
Meri.Xylem	AT5G27850	0.09444117145465124
Meri.Xylem	AT5G39740	0.0943712922217402
Meri.Xylem	AT3G06700	0.09427543918984853
Meri.Xylem	AT3G04840	0.09422588423176784
Meri.Xylem	AT3G25520	0.09418973039276546
Meri.Xylem	AT1G24510	0.09418768105513542
Meri.Xylem	AT3G49010	0.09397222274822943
Meri.Xylem	AT3G11940	0.0937641948154992
Meri.Xylem	AT3G23390	0.09375243751899304
Meri.Xylem	AT4G34670	0.09365509425734067
Meri.Xylem	AT3G55280	0.09348364582094898
Meri.Xylem	AT1G02780	0.093427099080649
Meri.Xylem	AT2G19750	0.09341177736847607
Meri.Xylem	AT3G09630	0.09338121480197148
Meri.Xylem	AT3G09200	0.09332631961396833
Meri.Xylem	AT1G33140	0.09311862221978023
Meri.Xylem	AT3G53890	0.09305620592923018
Meri.Xylem	AT5G27770	0.09303599914608547
Meri.Xylem	AT1G75500	0.09298990105401958
Meri.Xylem	AT1G34030	0.09296452786228056
Meri.Xylem	AT3G56020	0.09293700187086254
Meri.Xylem	AT1G12080	0.09279124867710244
Meri.Xylem	AT5G46430	0.09269542310510892
Meri.Xylem	AT4G31700	0.09263284268732602
Meri.Xylem	AT1G22780	0.0926078939182586
Meri.Xylem	AT3G53740	0.09247942205997063
Meri.Xylem	AT2G39460	0.09244535280211734
Meri.Xylem	AT1G33120	0.0924443862109324
Meri.Xylem	AT3G08520	0.09235694961022016
Meri.Xylem	AT3G59540	0.09229747852880232
Meri.Xylem	AT3G61110	0.09229293478533374
Meri.Xylem	AT3G12965	0.09211735445466368
Meri.Xylem	AT1G08360	0.0918140149840924
Meri.Xylem	AT2G37270	0.09181131195569764
Meri.Xylem	AT3G04920	0.0914194553774806
Meri.Xylem	AT2G05220	0.09137061051466498
Meri.Xylem	AT3G06680	0.09130891723932688
Meri.Xylem	AT1G15930	0.09129302665003072
Meri.Xylem	AT5G10360	0.09126530435027068
Meri.Xylem	AT3G56340	0.0910887875958886
Meri.Xylem	AT5G52650	0.09104213724354863
Meri.Xylem	AT4G33865	0.0909486097651483
Meri.Xylem	AT5G03850	0.0907377293079022
Meri.Xylem	AT2G34060	0.09072900471344758
Meri.Xylem	AT2G01950	0.0905025677775076
Meri.Xylem	AT1G57860	0.09042188050079103
Meri.Xylem	AT1G14320	0.09026304886720617
Meri.Xylem	AT3G53020	0.09021983131517007
Meri.Xylem	AT4G39260	0.09005599812626296
Meri.Xylem	AT1G07920	0.08985494759819823
Meri.Xylem	AT4G09800	0.08969756148022742
Meri.Xylem	AT5G60390	0.08966468964808756
Meri.Xylem	AT1G26880	0.08964293185151602
Meri.Xylem	AT2G33370	0.08957575712965486
Meri.Xylem	AT3G47370	0.08957129996751298
Meri.Xylem	AT5G19510	0.08955519572204093
Meri.Xylem	AT4G29390	0.08949811230624365
Meri.Xylem	AT5G35530	0.08941386480296923
Meri.Xylem	AT3G28900	0.08935733404343901
Meri.Xylem	AT2G47610	0.08929349367964821
