cell_name	feature	corr_value
Atrichoblast	AT5G10130	0.3798596486789856
Atrichoblast	AT1G54010	0.3797651461956587
Atrichoblast	AT1G28290	0.37731155232649377
Atrichoblast	AT2G41800	0.35556332319684497
Atrichoblast	AT2G43610	0.35201223728765657
Atrichoblast	AT5G13870	0.3514798236407851
Atrichoblast	AT2G33790	0.3485468906565927
Atrichoblast	AT5G44417	0.34833533941769745
Atrichoblast	AT3G16410	0.3425790068426616
Atrichoblast	AT5G60520	0.335746772257479
Atrichoblast	AT4G11610	0.33123338447038586
Atrichoblast	AT5G35940	0.32638675334205536
Atrichoblast	AT3G14530	0.3258883509579665
Atrichoblast	AT4G15215	0.32423479155747514
Atrichoblast	AT1G36060	0.3234219874983831
Atrichoblast	AT2G17280	0.3229350666259978
Atrichoblast	AT2G25980	0.31623303952853904
Atrichoblast	AT3G04320	0.3147977249587832
Atrichoblast	AT5G23820	0.30182009558667355
Atrichoblast	AT2G04160	0.2994497397005985
Atrichoblast	AT5G62340	0.29943072749504224
Atrichoblast	AT5G12940	0.29935210447966304
Atrichoblast	AT3G29430	0.29855390347447464
Atrichoblast	AT1G78340	0.29826419393245235
Atrichoblast	AT1G03230	0.29791550424424834
Atrichoblast	AT3G16450	0.2975864736739785
Atrichoblast	AT4G30080	0.2956173401681813
Atrichoblast	AT3G20940	0.2952852531402081
Atrichoblast	AT1G80240	0.2941454010622412
Atrichoblast	AT1G54000	0.2912555735286514
Atrichoblast	AT1G79580	0.2886968708184087
Atrichoblast	AT1G52690	0.2882681458416872
Atrichoblast	AT3G07320	0.2882129582883848
Atrichoblast	AT1G23160	0.2836439203956599
Atrichoblast	AT4G16500	0.2825451517558303
Atrichoblast	AT1G44760	0.2815574520136623
Atrichoblast	AT1G07175	0.2794221272225856
Atrichoblast	AT1G52070	0.2771452337162045
Atrichoblast	AT3G07390	0.2766657912462421
Atrichoblast	AT2G47140	0.2760370813220894
Atrichoblast	AT3G16430	0.27373336621946537
Atrichoblast	AT5G02260	0.27363709935271635
Atrichoblast	AT1G54030	0.2736008384190185
Atrichoblast	AT1G25275	0.2734711900556813
Atrichoblast	AT5G26230	0.2729438643695077
Atrichoblast	AT1G14080	0.2717147056334636
Atrichoblast	AT5G66280	0.2696149742855268
Atrichoblast	AT5G57090	0.2693746150158196
Atrichoblast	AT1G66280	0.26842409826377955
Atrichoblast	AT2G45050	0.26678427612717315
Atrichoblast	AT1G50720	0.2662585139678634
Atrichoblast	AT4G00080	0.2658225975025475
Atrichoblast	AT1G66800	0.2649804373366516
Atrichoblast	AT2G39350	0.264725817069644
Atrichoblast	AT2G30340	0.2629751465131375
Atrichoblast	AT1G17180	0.2615130158312706
Atrichoblast	AT4G31320	0.26008993172878336
Atrichoblast	AT4G24275	0.2598327874237317
Atrichoblast	AT2G40475	0.25876839904522764
Atrichoblast	AT5G19110	0.25786339500935124
Atrichoblast	AT4G10350	0.2575847460709285
Atrichoblast	AT3G51600	0.2561748138057873
Atrichoblast	AT4G22235	0.255687780297932
Atrichoblast	AT5G60530	0.2552780268511253
Atrichoblast	AT5G48180	0.2545425265248161
Atrichoblast	AT1G52060	0.252398861357384
Atrichoblast	AT4G15350	0.2522405722714569
Atrichoblast	AT2G43290	0.2517567089875261
Atrichoblast	AT5G47950	0.25128090722671204
Atrichoblast	AT1G44318	0.24983942748977425
Atrichoblast	AT1G47620	0.2485953590598901
Atrichoblast	AT5G43040	0.24839098251110456
Atrichoblast	AT4G24340	0.2473669830447212
Atrichoblast	AT1G17890	0.24446016242641466
Atrichoblast	AT5G15265	0.241559957952327
Atrichoblast	AT3G15810	0.24052374289859374
Atrichoblast	AT5G15970	0.2404541055185741
Atrichoblast	AT5G14730	0.23976516432643916
Atrichoblast	AT1G33280	0.2394278895696641
Atrichoblast	AT1G76600	0.2390145422569932
Atrichoblast	AT5G23840	0.23895855712797295
Atrichoblast	AT5G56980	0.2386792098863031
Atrichoblast	AT4G15300	0.23845820667646245
Atrichoblast	AT3G14510	0.23839216778900654
Atrichoblast	AT3G04330	0.23837978031198245
Atrichoblast	AT3G27880	0.2383138006372538
Atrichoblast	AT3G05390	0.23766519792470056
Atrichoblast	AT5G56320	0.2372964061617409
Atrichoblast	AT5G54370	0.2372560958077065
Atrichoblast	AT4G01240	0.2372522170293132
